ID,Title,About,Score,Categories,img_url,1,2,3,4,5,total_reviews,TA_url
3,Guinness Storehouse,"Say cheers at the Guinness Storehouse in Dublin, Ireland. Housed in an old fermentation plant, the seven-story brewery gives you the lowdown on Ireland’s iconic beer. Start by standing at the bottom of the world’s largest pint glass and then make your way through the different stages of production before enjoying a complimentary pint with a view at Gravity Bar, Dublin’s highest bar. Even better, learn to pour your own pint with the Guinness Academy Experience. The storehouse is within walking distance from Dublin city center; tourists can also get there via the hop-on, hop-off bus. – Tripadvisor",4.5,Speciality Museums • Historic Sites,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/74/72/31/master-the-art-and-science.jpg?w=900&h=600&s=1,"1,124","1,933","5,938","12,947","25,980","47,919",https://www.tripadvisor.ie/Attraction_Review-g186605-d189694-Reviews-Guinness_Storehouse-Dublin_County_Dublin.html
2,The Little Museum of Dublin,"Discover the amazing story of Dublin in this quirky museum on St Stephen's Green. Our famous 29-minute guided tours are a celebration of great Irish storytelling. You will learn about our history, you will laugh a lot and you will meet some of the friendliest people in Ireland. Please note that the museum is small and most of our tours sell out quickly.",4.5,Speciality Museums • History Museums,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/2f/08/c6/visitors-stumble-on-dublin.jpg?w=900&h=600&s=1,60,144,470,"1,839","10,706","13,215",https://www.tripadvisor.ie/Attraction_Review-g186605-d2306703-Reviews-The_Little_Museum_of_Dublin-Dublin_County_Dublin.html
30,Coasteering NI - Private Tours,,5.0,Adrenaline & Extreme Tours • Private Tours,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/03/00/d7/08/the-adventure-team.jpg?w=900&h=600&s=1,1,0,1,6,562,570,https://www.tripadvisor.ie/Attraction_Review-g551728-d1638095-Reviews-Coasteering_NI_Private_Tours-Ballintoy_County_Antrim_Northern_Ireland.html
18,14 Henrietta Street,"WINNER OF THE EUROPEAN MUSEUM OF THE YEAR SILLETTO PRIZE 2020. When you enter 14 Henrietta Street you’ll experience over 300 years of family and city life in the walls of one address. Our intimate guided tours bring you on a journey from the houses grand Georgian beginnings to the tenement dwellings of its later years. By connecting to the personal stories of those who called 14 Henrietta Street home the building’s hidden histories are revealed. This is your opportunity to discover their personal stories, to share in their memories and to walk in the footsteps of those who called 14 Henrietta Street home. “It really brought the human side of history alive for us”. Guided tours of the house will reopen at the end of July 2021. Experience our new Georgian Dublin Walking Tour: Henrietta Street and Beyond. Enjoy a journey through Georgian Dublin led by our award winning tour guides, taking visitors to some of Dublin’s most elite addresses and grand Georgian squares.",5.0,Historic Sites • History Museums,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/48/bb/49/georgian-dublin-henrietta.jpg?w=900&h=600&s=1,5,4,13,77,"1,317","1,414",https://www.tripadvisor.ie/Attraction_Review-g186605-d10809925-Reviews-14_Henrietta_Street-Dublin_County_Dublin.html
16,Chester Beatty,"FREE Admission. Described by Lonely Planet as ‘not just the best museum in Ireland but one of the best in Europe’ - and the only Irish museum to ever win European Museum of the Year - the Chester Beatty’s extraordinary collections from countries across Asia, the Middle East, North Africa and Europe span centuries, continents and cultures and offer visitors a fascinating view of global artistic heritage. Donated to the Irish nation, American mining magnate and philanthropist Sir Alfred Chester Beatty's bequest is considered one of Ireland's greatest gifts. Open late on Wednesdays until 8pm. Download the Chester Beatty app, for audio tours in 13 languages, virtual walk-throughs, online collections and more!",4.5,Art Museums,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/07/e6/bb/chester-beatty-dublin.jpg?w=900&h=600&s=1,7,26,156,891,"3,028","4,108",https://www.tripadvisor.ie/Attraction_Review-g186605-d214878-Reviews-Chester_Beatty-Dublin_County_Dublin.html
28,Troggs Surf School Portrush,,5.0,Surfing & Windsurfing • Equipment Hire • Stand Up Paddleboarding • Day Trips,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/a9/be/57/caption.jpg?w=900&h=600&s=1,0,0,0,3,154,157,https://www.tripadvisor.ie/Attraction_Review-g209952-d23475204-Reviews-Troggs_Surf_School_Portrush-Portrush_County_Antrim_Northern_Ireland.html
29,Causeway Coasteering,,5.0,Adrenaline & Extreme Tours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/2f/5a/5f/incredibly-coloured-waters.jpg?w=900&h=600&s=1,0,0,0,2,216,218,https://www.tripadvisor.ie/Attraction_Review-g209952-d10116925-Reviews-Causeway_Coasteering-Portrush_County_Antrim_Northern_Ireland.html
15,Temple Bar,"Funky shops, eclectic cafes and hordes of stylish young Europeans have made Temple Bar one of the most popular tourist destinations in the city.",4.0,Neighbourhoods • Points of Interest & Landmarks,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/1f/62/93/temple-bar.jpg?w=900&h=600&s=1,559,783,"2,642","6,480","10,331","20,795",https://www.tripadvisor.ie/Attraction_Review-g186605-d188821-Reviews-Temple_Bar-Dublin_County_Dublin.html
27,Tours of Derry,,5.0,City Tours • Historical & Heritage Tours • Walking Tours • Sightseeing Tours • Day Trips,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/b4/18/d7/tours-of-derry.jpg?w=900&h=600&s=1,0,0,0,3,204,207,https://www.tripadvisor.ie/Attraction_Review-g186482-d12903543-Reviews-Tours_of_Derry-Derry_County_Londonderry_Northern_Ireland.html
25,Portrush Surf School,,5.0,Surfing & Windsurfing • Stand Up Paddleboarding,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/44/f3/55/portrush-surf-school.jpg?w=900&h=600&s=1,0,0,0,4,231,235,https://www.tripadvisor.ie/Attraction_Review-g209952-d9795529-Reviews-Portrush_Surf_School-Portrush_County_Antrim_Northern_Ireland.html
26,Ulster Aviation Society,"WHO ARE WE? A charitable society that is a diverse group of enthusiasts, working on a voluntary basis to further public education in the history of aviation. WHAT AIRCRAFT DO WE HAVE? Our heritage collection currently includes 46+ aircraft, ranging from vintage Second World War fighters through Cold War era fast jets, Shorts designed & built aircraft, civilian aircraft, plus military helicopters, engines, artefacts and rare aviation reference materials, all with strong links to aviation within the island of Ireland. Our aircraft are housed within an ex-Second World War hangar at Maze Long Kesh, outside Lisburn (on the site of the old prison). • Charitable association of Aviation Enthusiasts • Over 720+ members, including Europe & USA Ulster Aviation Society is a charitable association. N. Ireland. Charity No. NIC 100128. NI Charity Commission Registered. Associate member of Northern Ireland Museums’ Council",5.0,Speciality Museums,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/a0/6d/2d/uas-hangar-1-during-2022.jpg?w=900&h=600&s=1,0,0,0,6,417,423,https://www.tripadvisor.ie/Attraction_Review-g445040-d7116510-Reviews-Ulster_Aviation_Society-Lisburn_County_Antrim_Northern_Ireland.html
22,Alive Adventures,,5.0,Surfing & Windsurfing,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/b9/47/17/oliver-catching-a-biggie.jpg?w=900&h=600&s=1,0,2,1,13,704,720,https://www.tripadvisor.ie/Attraction_Review-g209952-d3157169-Reviews-Alive_Adventures-Portrush_County_Antrim_Northern_Ireland.html
23,Troublesbogsidewalkingtour,,5.0,Private Tours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/62/6d/c2/caption.jpg?w=900&h=600&s=1,0,0,1,2,205,208,https://www.tripadvisor.ie/Attraction_Review-g186482-d17543546-Reviews-Troublesbogsidewalkingtour-Derry_County_Londonderry_Northern_Ireland.html
24,Sub6 Surf School,,5.0,Surfing & Windsurfing • Stand Up Paddleboarding,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/38/11/96/watch-the-progression.jpg?w=900&h=600&s=1,0,0,0,0,123,123,https://www.tripadvisor.ie/Attraction_Review-g209952-d4131477-Reviews-Sub6_Surf_School-Portrush_County_Antrim_Northern_Ireland.html
21,Bogside History Tours,,5.0,City Tours • Cultural Tours • Historical & Heritage Tours • Walking Tours • Private Tours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/e3/73/74/bogside-history-tours.jpg?w=900&h=600&s=1,3,1,8,32,"1,280","1,324",https://www.tripadvisor.ie/Attraction_Review-g186482-d4367817-Reviews-Bogside_History_Tours-Derry_County_Londonderry_Northern_Ireland.html
59,Sky Road,,4.5,Points of Interest & Landmarks,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/01/68/e9/sky-road.jpg?w=900&h=600&s=1,3,9,74,418,"1,611","2,115",https://www.tripadvisor.ie/Attraction_Review-g211883-d4442921-Reviews-Sky_Road-Clifden_County_Galway_Western_Ireland.html
60,Eagles Flying,"Eagles Flying is a scientifically run Wildlife Sanctuary specializing on Birds of Prey and Owls. We focus on ""hands on"" interaction between our well trained animals and our visitors. During our educational flying demonstrations members of the audience can have a bird of prey land on their hand or have Eagles, Falcons, Hawks or Vultures stoop inches over their heads while Scientists inform in a friendly and fun way. Our visitors can also visit our unique ""Touch-Zoo"" where they can play and pet ""Tui & Alan"" our Foxes, get pick pocketed by ""Grizzly"" our tame Raccoon, have ""Monty"" our 4 meter Python around their shoulders or get up close and personal with any of the other unusual animals. Get closer than you have ever been to the masters of the sky. Eagles Flying really is an unforgettable experience and a must see for people of all ages and interests.",5.0,Nature & Wildlife Areas,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/7b/b7/7e/vulture.jpg?w=900&h=600&s=1,2,3,6,45,722,778,https://www.tripadvisor.ie/Attraction_Review-g186635-d1113868-Reviews-Eagles_Flying-Sligo_County_Sligo_Western_Ireland.html
58,Molly Gallivan's Cottage & Traditional Farm,"Molly Gallivan’s cottage and traditional farm invites you to take a step back in time to experience the simple country lifestyle in rural Ireland before the days of electricity and modern conveniences. Molly’s enchanting cottage is over 200 years old and her farm is complete with animals, fowl and traditional farm machinery. Molly’s old Tea Shop is very unique in Ireland, here you will taste locally made foods cooked and baked in the traditional fashion. We also hold traditional Irish evenings at Molly Gallivan’s cottage, these are nights of Irish food, music, song, dance and story telling, re-enacting the old customs that took place in Irish homes. Advanced booking is required for our Traditional Irish Evenings please contact us for availability and prices.",4.5,Historic Sites • Historic Walking Areas • Farms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/11/4a/84/molly-gallivan-s-cottage.jpg?w=900&h=600&s=1,9,4,29,186,863,"1,091",https://www.tripadvisor.ie/Attraction_Review-g211860-d1459411-Reviews-Molly_Gallivan_s_Cottage_Traditional_Farm-Kenmare_County_Kerry.html
56,The Jeanie Johnston: An Irish Famine Story,"The Jeanie Johnston tells the story of the thousands of Irish people who fled the Famine and embarked on a treacherous voyage in the hope of a better life in North America. Step on board and you will be transported back in time to join them on their gruelling journey. The tour takes approximately 50 minutes and is led by one of our knowledgeable guides. The tour begins with a walk around the upper deck, where you will see the majestic masts, admire the craftsmanship and learn about the ship’s history. Next you'll learn the real life stories of passengers while visiting below deck.",4.5,Speciality Museums • History Museums,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/93/e3/d4/the-jeanie-johnston-with.jpg?w=900&h=600&s=1,12,29,96,452,"1,210","1,799",https://www.tripadvisor.ie/Attraction_Review-g186605-d1909667-Reviews-The_Jeanie_Johnston_An_Irish_Famine_Story-Dublin_County_Dublin.html
57,Doagh Famine village,,4.5,Historic Sites,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/f1/0b/44/photo2jpg.jpg?w=900&h=600&s=1,19,18,42,174,"1,117","1,370",https://www.tripadvisor.ie/Attraction_Review-g186601-d671179-Reviews-Doagh_Famine_village-County_Donegal.html
54,Hook Lighthouse,"Hook Lighthouse, the oldest operational lighthouse in the world. 800 Years of lighthouse keeping. The Visitor center at Hook Lighthouse offers guided tours of the lighthouse tower, a 13th Century Norman structure, built by William Marshal, the Earl of Pembroke, as part of the development of his Lordship of Leinster, Guided tours of the lighthouse, culminating with the spectacular view from the balcony, operate every day, the visitor centre houses a first class gift shop and there is a cafe which has seafood specials and home baking. There is a free to view Maritime Exhibition centre with Coast Guard memorabilia and information on the Whales and Dolphins which are often spotted from the Coastline.Parking is free and The Lighthouse grounds have picnic tables and free games for all to enjoy and Relax by the Sea. In clear weather you can see for miles and in a storm the spray often reaches the top of the lighthouse! Social Enterprise Community Tourism Project Thank you for your reviews",4.5,Speciality Museums • Historic Sites • Lighthouses,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/03/f8/69/hook-lighthouse.jpg?w=900&h=600&s=1,5,9,59,366,"1,308","1,747",https://www.tripadvisor.ie/Attraction_Review-g642172-d631286-Reviews-Hook_Lighthouse-Fethard_On_Sea_County_Wexford.html
55,Slea Head Drive,Scenic drive from Dingle Town to the Dingle Peninsula and back.,5.0,Scenic Drives,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/cc/7e/2a/along-slea-head-drive.jpg?w=900&h=600&s=1,0,0,12,115,"1,097","1,224",https://www.tripadvisor.ie/Attraction_Review-g194237-d498906-Reviews-Slea_Head_Drive-Dingle_Peninsula_County_Kerry.html
51,Howth Head,,4.5,Lookouts,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/1f/cc/d9/the-cliffs.jpg?w=900&h=600&s=1,5,3,44,374,"1,313","1,739",https://www.tripadvisor.ie/Attraction_Review-g212088-d216311-Reviews-Howth_Head-Howth_County_Dublin.html
53,Tullamore D.E.W. Distillery Experience,Explore the Home of Tullamore Dew from distillation to maturation. Experience a day like no other as we take you ‘behind the scenes’ of our state-of-the-art Distillery.,4.5,Distilleries,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/87/7a/26/tullamore-distillery.jpg?w=900&h=600&s=1,13,12,52,276,991,"1,344",https://www.tripadvisor.ie/Attraction_Review-g186632-d620776-Reviews-Tullamore_D_E_W_Distillery_Experience-Tullamore_County_Offaly.html
49,Slieve League,"Don't miss your opportunity to visit one of Ireland's best kept secrets and a signature point on the Wild Atlantic Way. Located in south west Donegal along this magnificent costal driving route are Ireland's highest Sea Cliffs, Sliabh Liag. A visit to the cliffs and the surrounding region is a must on your Wild Atlantic Way adventure. Experience the local culture, heritage and people of Donegal against the backdrop of our spectacular and rugged coastline.",5.0,Lookouts • Geologic Formations,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/43/3d/03/slieve-league-cliffs.jpg?w=900&h=600&s=1,2,7,29,179,"1,494","1,711",https://www.tripadvisor.ie/Attraction_Review-g1896470-d550243-Reviews-Slieve_League-Carrick_County_Donegal.html
52,Irish National Stud & Gardens,"The Irish National Stud combines an active role in the development & promotion of Irish thoroughbred bloodstock & as one of the country's major tourist attractions. Located in the beating heart of Ireland’s thoroughbred county, Co. Kildare, the Irish National Stud & Gardens is one of Ireland’s true treasures. Beginning in the early 1900s, the stud has produced some of the finest racehorses in Europe. It is one of the only thoroughbred breeding farms open to the public & its unique history & beauty are admired by visitors from around the globe. Visitors can view immaculately bred stallions & admire protective mares alongside their frolicking foals. There is also an opportunity to meet retired equine stars like Faugheen & Beef or Salmon on the stud’s ‘Living Legend's’ team. A visit to the stud’s new interactive centre, ‘The Irish Racehorse Experience’ truly brings to life the worlds of these magnificent animals. The grounds are also home to the Japanese Gardens & St Fiachras Garden.",4.5,Farms • Gardens,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/65/ba/c8/beautifil-gardens-to.jpg?w=900&h=600&s=1,16,27,86,383,"1,260","1,772",https://www.tripadvisor.ie/Attraction_Review-g3673688-d318741-Reviews-Irish_National_Stud_Gardens-Tully_Kildare_County_Kildare.html
50,Smithwick's Experience,"Located in the heart of Kilkenny city, Smithwick's Experience Kilkenny is a multi-sensory experience that immerses you in the history of Ireland's oldest ale. Harvested from our land, seasoned by our history, Smithwick’s has been brewed in Ireland since 1710. Enjoying your favourite Smithwick’s Ale, while one of our local staff explains what makes it so unique, makes this one of the most enjoyable tours in Ireland.",4.5,Breweries,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/56/b1/1e/smithwick-s-experience.jpg?w=900&h=600&s=1,19,34,89,449,"1,355","1,944",https://www.tripadvisor.ie/Attraction_Review-g186616-d215993-Reviews-Smithwick_s_Experience-Kilkenny_County_Kilkenny.html
48,Croke Park Stadium Tour & GAA Museum,"If you really want to get under the skin of the Irish, a visit to Croke Park is a must. More than just a stadium, it’s the home of Gaelic sports and it holds a special place in the hearts and minds of Irish people. Here, you’ll find passion and history pumping around every corner. Everything and everyone is brimming with pride, including our renowned Tour Guides who’ll have you hanging on every word. The Croke Park Stadium Tour, Skyline Tour and GAA Museum are the perfect way to truly immerse yourself in Irish culture – so don’t be surprised if you leave a little bit of your own heart behind in Croke Park! Make sure to visit the website, times may vary depending on Stadium events.",5.0,Speciality Museums • Arenas & Stadiums,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/9d/7c/d7/aerial-view-of-stadium.jpg?w=900&h=600&s=1,12,13,50,438,"2,285","2,798",https://www.tripadvisor.ie/Attraction_Review-g186605-d546279-Reviews-Croke_Park_Stadium_Tour_GAA_Museum-Dublin_County_Dublin.html
42,East Strand,,5.0,Beaches,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/7d/6b/c6/img-20170604-141637-largejpg.jpg?w=900&h=600&s=1,0,1,5,29,162,197,https://www.tripadvisor.ie/Attraction_Review-g209952-d8668809-Reviews-East_Strand-Portrush_County_Antrim_Northern_Ireland.html
47,Wild Atlantic Way,,5.0,Scenic Drives,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/8b/71/46/wild-atlantic-way.jpg?w=900&h=600&s=1,8,9,27,329,"2,405","2,778",https://www.tripadvisor.ie/Attraction_Review-g186609-d7790898-Reviews-Wild_Atlantic_Way-Galway_County_Galway_Western_Ireland.html
43,The Jungle NI,"In July 2005, The Jungle opened as Northern Ireland’s first paintball site. It has since grown to exist as the leading outdoor activity provider in Northern Ireland offering an exciting escape from the drudgery of daily life. Providing a friendly but professional service The Jungle staff will ensure you enjoy a daring adventure unlike any other, so what are you waiting for – indulge the senses with our unique, adrenaline-packed adventure activities such as Zorbing, Paintball, Laser Tag, High Wire Tree Top Adventure Courses, Clay Pigeon Shooting, Llama Trekking, Kids Activity Packages and much more. Onsite we Have 4 Glamping Pods, a Log Cabin, a Pond Cabin and an large camp site. We also cater for corporate, youth and school groups with residential facilities available offsite in our 75 bedded Manor House. We also offer groundbreaking seasonal events such as our mammoth Halloween Fright Night Scare Event, our kids Hallowee'uns event, our magical Christmas Wonderland event and more.",5.0,Game & Entertainment Centres,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/ab/ad/da/the-jungle.jpg?w=900&h=600&s=1,8,2,11,31,332,384,https://www.tripadvisor.ie/Attraction_Review-g635930-d1943011-Reviews-The_Jungle_NI-Magherafelt_County_Londonderry_Northern_Ireland.html
45,Museum of Free Derry,"The award-winning Museum of Free Derry recently re-opened its doors in the Bogside following an extensive redevelopment and offers a full multi-media exhibition on the civil rights and early conflict era in the city, including Battle of the Bogside, Internment, Bloody Sunday and Operation Motorman. The museum was established by the Bloody Sunday Trust in 2006 to tell the story of the civil rights movement and the creation of Free Derry in the 1960s and 1970s, and it has become an important part of Ireland’s radical and civil rights heritage. It tells the story of how a largely working class community rose up against the years of oppression it had endured. The struggle of Free Derry is part of a wider struggle in Ireland and internationally for freedom and equality for all. In 2018, the Museum of Free Derry was named Authentic NI Experience of the Year at the Northern Ireland Tourism Awards in Belfast. Admission Price (as of Nov 2019) Adults - £7 Student/Conc - £5 and Groups 10+ - £4.",4.5,History Museums,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/50/b6/c8/museum-of-free-derry.jpg?w=900&h=600&s=1,10,10,26,172,656,874,https://www.tripadvisor.ie/Attraction_Review-g186482-d625287-Reviews-Museum_of_Free_Derry-Derry_County_Londonderry_Northern_Ireland.html
44,World of Owls,"World of Owls is one of the largest most diverse collections of owls in the UK and Ireland. 2020 Finalist of Best Small Visitor Attraction NI 2020 Finalist of Best Small Visitor Attraction NI 2020 Winner of TripAdvisor Best Small Attraction NI Winner of Best Staff Award by ""World Host"". Best Voluntary Contribution to Birds of Prey and Wildlife"" by RSPCA. Birds of prey, reptiles, insects & other animals. Children's play park, gift shop and wheelchair accessible. Visit the website for full details. Registered charity, all staff work for no reward to look after the animals and educate the guests. It is a licensed and regulated zoo not government funded. It is rustic and rural and the vast majority of the animals are rescued. (Covid-19 Update) Pandemic closure meant funding that was destined to upgrade the centre had to go on food and bills. Upgrade will be restarted soon. We are a working Animal Education Sanctuary in a forest setting not a Disney type theme park.",4.5,Nature & Wildlife Areas,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/c9/ae/31/owls-from-around-the.jpg?w=900&h=600&s=1,10,4,7,44,323,388,https://www.tripadvisor.ie/Attraction_Review-g1480271-d3532145-Reviews-World_of_Owls-Randalstown_County_Antrim_Northern_Ireland.html
